timestamp,symbol,open,high,low,close,volume
2021-08-20 00:00:00,LINKUSDT.BNC,27.101,27.101,27.101,27.101,0.74
2021-08-20 00:00:01,LINKUSDT.BNC,27.1,27.1,27.095,27.095,509.39
2021-08-20 00:00:02,LINKUSDT.BNC,27.095,27.1,27.09,27.09,483.85
2021-08-20 00:00:03,LINKUSDT.BNC,27.1,27.101,27.1,27.101,19.82
2021-08-20 00:00:04,LINKUSDT.BNC,27.092,27.092,27.091,27.091,2.8200000000000003
2021-08-20 00:00:05,LINKUSDT.BNC,27.091,27.1,27.091,27.1,2.2
2021-08-20 00:00:06,LINKUSDT.BNC,27.1,27.1,27.1,27.1,2.7600000000000002
2021-08-20 00:00:07,LINKUSDT.BNC,27.094,27.094,27.094,27.094,3.34
2021-08-20 00:00:08,LINKUSDT.BNC,27.095,27.095,27.095,27.095,9.8
2021-08-20 00:00:10,LINKUSDT.BNC,27.102,27.102,27.08,27.088,707.3
2021-08-20 00:00:11,LINKUSDT.BNC,27.09,27.094,27.086,27.086,323.18
2021-08-20 00:00:12,LINKUSDT.BNC,27.088,27.095,27.084,27.095,68.00999999999999
2021-08-20 00:00:13,LINKUSDT.BNC,27.095,27.095,27.095,27.095,0.37
2021-08-20 00:00:14,LINKUSDT.BNC,27.095,27.095,27.091,27.091,22.57
2021-08-20 00:00:15,LINKUSDT.BNC,27.095,27.113,27.095,27.113,302.59000000000003
2021-08-20 00:00:16,LINKUSDT.BNC,27.113,27.123,27.105,27.122,439.33000000000004
2021-08-20 00:00:17,LINKUSDT.BNC,27.122,27.123,27.103,27.119,109.06999999999998
2021-08-20 00:00:18,LINKUSDT.BNC,27.119,27.125,27.118,27.121,241.37000000000006
2021-08-20 00:00:19,LINKUSDT.BNC,27.11,27.132,27.11,27.132,343.63
2021-08-20 00:00:20,LINKUSDT.BNC,27.132,27.145,27.119,27.12,3095.0500000000015
2021-08-20 00:00:21,LINKUSDT.BNC,27.117,27.128,27.117,27.124,228.77999999999997
2021-08-20 00:00:22,LINKUSDT.BNC,27.128,27.135,27.121,27.121,25.180000000000003
2021-08-20 00:00:23,LINKUSDT.BNC,27.121,27.14,27.12,27.14,99.28999999999999
2021-08-20 00:00:24,LINKUSDT.BNC,27.122,27.128,27.121,27.121,206.96999999999994
2021-08-20 00:00:25,LINKUSDT.BNC,27.119,27.12,27.083,27.083,635.8399999999999
2021-08-20 00:00:26,LINKUSDT.BNC,27.091,27.096,27.082,27.085,36.43
