,timestamp,Ask,Bid,By on,Profits by Link,Volume,Total Profits in USDT,Cumulative of Total Profits in USDT
40,2021-08-20 00:03:59,27.0599,27.06,Huobi,9.999999999976694e-05,25.0,0.0024999999999941735,0.43297001400162094
41,2021-08-20 00:04:03,27.06,27.061,Binance,0.0010000000000012221,0.42,0.0004200000000005133,0.43339001400162147
42,2021-08-20 00:04:03,27.06,27.0609,Binance,0.0009000000000014552,2.86,0.002574000000004162,0.43596401400162565
43,2021-08-20 00:04:12,27.0082,27.009,Huobi,0.0008000000000016882,4.37,0.0034960000000073778,0.43946001400163304
44,2021-08-20 00:04:35,26.98,26.982,Huobi,0.0019999999999988916,10.62,0.021239999999988227,0.46070001400162125
45,2021-08-20 00:04:39,26.9925,26.997,Huobi,0.0045000000000001705,1.475,0.006637500000000252,0.4673375140016215
46,2021-08-20 00:04:47,26.9419,26.944,Huobi,0.0020999999999986585,2.2,0.004619999999997049,0.47195751400161856
47,2021-08-20 00:04:48,26.9542,26.959,Huobi,0.004799999999999471,7.41,0.03556799999999608,0.5075255140016146
48,2021-08-20 00:04:54,26.9555,26.957,Huobi,0.0015000000000000568,1.62,0.0024300000000000922,0.5099555140016147
49,2021-08-20 00:04:55,26.9606,26.964,Huobi,0.0033999999999991815,1.81,0.006153999999998518,0.5161095140016132
50,2021-08-20 00:04:55,26.9636,26.964,Huobi,0.00039999999999906777,0.53,0.00021199999999950593,0.5163215140016127
